# S(net18),S(net14),S(net9),S(net16),S(net10),S(net3),S(net15),S(net11),S(net12),S(net19),S(net4),S(net2),S(net7),S(net6),S(net1),S(net0),S(net5),S(net17),S(net8),S(net13),S(out3),S(out1),S(out0),S(out4),S(out2)
0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000
0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000
0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000
0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000,0.012000000000
0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000,0.017000000000
0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000
0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000
0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000,0.016000000000
0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000
0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000
0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000,0.009000000000
0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000
0.019000000000,0.019000000000,0.019000000000,0.019000000000,0.019000000000,0.019000000000,0.019000000000,0.019000000000,0.019000000000,0.019000000000,0.019000000000,0.019000000000,0.019000000000,0.019000000000,0.019000000000,0.019000000000,0.019000000000,0.019000000000,0.019000000000,0.019000000000,0.019000000000,0.019000000000,0.019000000000,0.019000000000,0.019000000000
0.013000000000,0.013000000000,0.013000000000,0.013000000000,0.013000000000,0.013000000000,0.013000000000,0.013000000000,0.013000000000,0.013000000000,0.013000000000,0.013000000000,0.013000000000,0.013000000000,0.013000000000,0.013000000000,0.013000000000,0.013000000000,0.013000000000,0.013000000000,0.013000000000,0.013000000000,0.013000000000,0.013000000000,0.013000000000
0.007000000000,0.007000000000,0.007000000000,0.007000000000,0.007000000000,0.007000000000,0.007000000000,0.007000000000,0.007000000000,0.007000000000,0.007000000000,0.007000000000,0.007000000000,0.007000000000,0.007000000000,0.007000000000,0.007000000000,0.007000000000,0.007000000000,0.007000000000,0.007000000000,0.007000000000,0.007000000000,0.007000000000,0.007000000000
0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000
0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000,0.011000000000
0.008000000000,0.008000000000,0.008000000000,0.008000000000,0.008000000000,0.008000000000,0.008000000000,0.008000000000,0.008000000000,0.008000000000,0.008000000000,0.008000000000,0.008000000000,0.008000000000,0.008000000000,0.008000000000,0.008000000000,0.008000000000,0.008000000000,0.008000000000,0.008000000000,0.008000000000,0.008000000000,0.008000000000,0.008000000000
0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000,0.015000000000
0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000,0.014000000000
0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000
0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000
0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000
0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000
0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000,0.001000000000
